SL_pAcc_aR,SL_pAcc_aNR,SF_pAcc_aR,SF_pAcc_aNR
0.5233722871452421,0.49352627570449353,0.47880299251870323,0.4774381368267831
0.5079051383399209,0.4960835509138381,0.5141700404858299,0.5076380728554641
0.4721115537848606,0.5055793991416309,0.49698795180722893,0.49700598802395207
0.501004016064257,0.5004906771344455,0.4701195219123506,0.49745158002038736
0.4718526100307062,0.5175879396984925,0.5073313782991202,0.5104477611940299
0.5026455026455027,0.4786917740336967,0.4995260663507109,0.49747729566094856
0.5058139534883721,0.462877030162413,0.4731404958677686,0.5263620386643234
0.49190283400809715,0.4909264565425024,0.5039525691699605,0.472193074501574
0.5210688591983555,0.5014985014985015,0.4800389483933788,0.47847847847847846
0.5241596638655462,0.4941935483870968,0.49713740458015265,0.48244897959183675
0.4814422057264051,0.5248868778280543,0.5014191106906338,0.48655913978494625
0.4979757085020243,0.512396694214876,0.4782608695652174,0.4951550387596899
0.5244755244755245,0.5004574565416285,0.46846846846846846,0.5093715545755237
0.5,0.5074971164936563,0.5163147792706334,0.4907325684024713
0.5126135216952573,0.49898785425101216,0.49355797819623387,0.4871541501976285
0.503061224489796,0.4890310786106033,0.49607843137254903,0.5253863134657837
0.49323621227887615,0.47794871794871796,0.48893166506256014,0.4975609756097561
0.508664627930683,0.5055432372505543,0.4759568204121688,0.517304189435337
0.5005005005005005,0.4921190893169877,0.4935064935064935,0.49067599067599066
0.47830578512396693,0.5024390243902439,0.49127906976744184,0.487012987012987
0.5184404636459431,0.5157116451016636,0.5071360608943863,0.5032679738562091
0.48163693599160545,0.48970747562296857,0.48519579751671443,0.4856081708449396
0.5279503105590062,0.4857685009487666,0.4961315280464217,0.49471458773784355
0.5010141987829615,0.5009633911368016,0.47928994082840237,0.5031185031185031
0.5063965884861408,0.491609081934847,0.5065913370998116,0.47922998986828774
0.513094083414161,0.5105162523900574,0.49638802889576883,0.5115303983228512
0.5199182839632278,0.49909584086799275,0.49559255631733595,0.4955257270693512
0.5226554267650158,0.49946294307196565,0.47288296860133205,0.46585594013096354
0.49371980676328503,0.49138804457953394,0.48601036269430054,0.4846989141164857
0.5220440881763527,0.5038387715930902,0.5199600798403193,0.511482254697286
0.49850746268656715,0.4889908256880734,0.5105527638190954,0.4989010989010989
0.5589430894308943,0.5166846071044133,0.5059055118110236,0.4827264239028945
0.49015544041450776,0.5244755244755245,0.48792270531400966,0.4944944944944945
0.5374077976817703,0.514792899408284,0.49096098953377737,0.4716024340770791
0.5963673057517659,0.5371057513914657,0.49355797819623387,0.49783080260303686
0.5207900207900208,0.5223577235772358,0.5038535645472062,0.4891732283464567
0.5143992055610725,0.5239887111947319,0.5075528700906344,0.49306296691568835
0.6788537549407114,0.6163227016885553,0.5121457489878543,0.4828693790149893
0.7342158859470469,0.6695736434108527,0.5412573673870335,0.5206611570247934
0.6962809917355371,0.6893874029335634,0.5562015503875969,0.5136741973840666
0.7724974721941354,0.7080436941410129,0.5143422354104846,0.5246727089627392
0.7721021611001965,0.7018867924528301,0.6313645621181263,0.5414893617021277
0.7368951612903226,0.7063267233238905,0.7232142857142857,0.6259298618490967
0.784375,0.6954413191076625,0.6932692307692307,0.6326109391124871
0.7675568743818002,0.7559354226020892,0.7381193124368048,0.6494192185850053
0.7512639029322548,0.6993810786914235,0.7942631058358062,0.6570771001150748
0.7611336032388664,0.6523206751054852,0.7707509881422925,0.6196319018404908
0.8138351983723296,0.7171171171171171,0.7748279252704031,0.6404494382022472
0.7827827827827828,0.6991643454038997,0.7502497502497503,0.6413867822318526
0.8145833333333333,0.7317317317317318,0.7913461538461538,0.7002997002997003
0.7829614604462475,0.7349726775956285,0.7928994082840237,0.6740576496674058
0.8171487603305785,0.7741379310344828,0.813953488372093,0.7011904761904761
0.80811078140455,0.7571825764596849,0.7674418604651163,0.6688382193268186
0.8029197080291971,0.7883141762452107,0.8174831892411143,0.7018828451882845
0.8092243186582809,0.7280966767371602,0.8011472275334608,0.7219463753723933
0.7869177403369673,0.7800829875518672,0.8143289606458123,0.6920849420849421
0.8286004056795132,0.781099324975892,0.7761341222879684,0.7165109034267912
0.8093264248704664,0.7444794952681388,0.8434782608695652,0.7483317445185891
0.832,0.7541789577187807,0.817,0.7151576805696847
0.7904761904761904,0.7874875868917577,0.8341232227488151,0.7401812688821753
0.7946161515453639,0.7778884462151394,0.7753259779338014,0.7279116465863453
0.7985757884028484,0.7664015904572564,0.8200589970501475,0.7625754527162978
0.7899686520376176,0.7452934662236987,0.800575263662512,0.7502278942570647
0.8092369477911646,0.7897489539748954,0.7739043824701195,0.6599616858237548
0.8265204386839482,0.7971014492753623,0.8094282848545636,0.7050290135396519
0.8351983723296033,0.7677484787018256,0.80039331366765,0.6627218934911243
0.8530318602261048,0.7770398481973435,0.8003894839337877,0.693446088794926
0.8111587982832618,0.7341897233201581,0.7528089887640449,0.7105263157894737
0.8056968463886063,0.7731256085686465,0.7846607669616519,0.7194244604316546
0.8062770562770563,0.7694704049844237,0.8252788104089219,0.7647058823529411
0.8143776824034334,0.7653167185877466,0.8089887640449438,0.7184185149469624
0.8121775025799793,0.7259615384615384,0.8322017458777885,0.7635416666666667
0.8210961737331954,0.8065153010858835,0.8063891577928364,0.7244174265450861
0.8112033195020747,0.7844488188976378,0.8001930501930502,0.7997967479674797
0.8028455284552846,0.7328482328482329,0.8061023622047244,0.7475915221579962
0.8103626943005181,0.7370405278039586,0.8173913043478261,0.8040468583599574
0.8199004975124378,0.7882703777335984,0.821105527638191,0.795774647887324
0.7896341463414634,0.7447023208879919,0.8031496062992126,0.7155599603567889
0.7979591836734694,0.7849462365591398,0.7901960784313725,0.7645854657113613
0.8323412698412699,0.7738446411012783,0.7983870967741935,0.7446592065106816
0.8240081383519837,0.7807276302851525,0.8259587020648967,0.7355035605289929
0.8335089567966281,0.7804878048780488,0.8011417697431018,0.7076631977294229
0.8076545632973503,0.7826961770623743,0.817533129459735,0.7594433399602386
0.8513119533527697,0.7747306562193927,0.800205973223481,0.7579162410623085
0.8159831756046267,0.7548387096774194,0.7902764537654909,0.7364485981308411
0.8348623853211009,0.7399794450154162,0.7860647693817469,0.6962025316455697
0.8103626943005181,0.748712667353244,0.7922705314009661,0.7103984450923226
0.8369678089304258,0.7410138248847926,0.8023143683702989,0.7234972677595628
0.8231827111984283,0.7735449735449735,0.8004073319755601,0.7090047393364929
0.8032128514056225,0.743202416918429,0.8037848605577689,0.7447864945382324
0.8235294117647058,0.7613997879109226,0.7993981945837513,0.7578051087984863
0.8187250996015937,0.7798434442270059,0.8072289156626506,0.7770961145194274
0.8387423935091278,0.8107852412488175,0.8116370808678501,0.7571580063626723
0.8201663201663202,0.8089780324737345,0.7842003853564548,0.7313746065057712
0.831413612565445,0.8038815117466803,0.8124401913875599,0.7159647404505387
0.8345250255362615,0.8110316649642493,0.7962781586679726,0.692458374142997
0.8135593220338984,0.8022774327122153,0.7727272727272727,0.7321083172147002
0.8372340425531914,0.8050251256281407,0.8235849056603773,0.7412935323383084
0.856,0.8145563310069791,0.825,0.7963891675025075
0.8306288032454361,0.7896907216494845,0.8303747534516766,0.7990291262135922
